AcceptsAndroidPay,AcceptsApplePay,AcceptsBitcoin,AcceptsCreditCards,AcceptsInsurance,Alcohol,Ambience,Attire,BestNights,BikeParking,ByAppointmentOnly,CannabisProducts,Caters,CoatCheck,Delivery,DogsAllowed,Drive-Thru,Fri,GoodFor,GoodForDancing,GoodforGroups,GoodforKids,GoodforWorking,HappyHour,HasPoolTable,HasTV,Mon,Music,NoiseLevel,OffersMilitaryDiscount,OutdoorSeating,Parking,Sat,Smoking,Sun,Take-out,TakesReservations,Thu,Tue,WaiterService,Wed,WheelchairAccessible,Wi-Fi,area,claimed status,health inspect,id,latitude,longitude,price,rating,related0,related1,related2,review,tag,title,url
,,,,,,,,,,,,,,,,,8:00 am - 8:00 pm,,,,,,,,,Closed,,,,,,8:00 am - 8:00 pm,,8:00 am - 3:00 pm,,,8:00 am - 8:00 pm,8:00 am - 8:00 pm,,8:00 am - 8:00 pm,,,NM Albuquerque Barelas/South_Valley,Unclaimed,,papa-charlies-albuquerque,35.0633773804,-106.667549133,,,macs-la-sierra-restaurant-albuquerque,frontier-restaurant-albuquerque-2,papa-franks-albuquerque,,,Papa Charlie’s,https://www.yelp.com/biz/papa-charlies-albuquerque?osq=food
,,,Yes,,,,Casual,,,,,,,No,,,,,,Yes,Yes,,,,No,,,,,No,,,,,Yes,No,,,No,,,,NM Albuquerque Barelas/South_Valley,Unclaimed,,dairy-queen-albuquerque-4,35.0636748,-106.6678237,,,theobroma-chocolatier-albuquerque,antiquity-restaurant-albuquerque,chocolate-cartel-albuquerque,,,Dairy Queen,https://www.yelp.com/biz/dairy-queen-albuquerque-4?osq=food
,,,Yes,,,,Casual,,,,,,,No,,,,,,Yes,Yes,,,,No,,,,,,,,,,Yes,No,,,,,,,NM Albuquerque Barelas/South_Valley,Unclaimed,,sonic-albuquerque-3,35.0359746,-106.7131174,1.0,3.0,,,,2,"FastFood,American(Traditional)",Sonic,https://www.yelp.com/biz/sonic-albuquerque-3?osq=food
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NM Albuquerque Barelas/South_Valley,Unclaimed,,churchs-chicken-albuquerque-4,35.0281167,-106.6805182,,3.0,,,,1,ChickenWings,Churchs Chicken,https://www.yelp.com/biz/churchs-chicken-albuquerque-4?osq=food
,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NM Albuquerque Barelas/South_Valley,Unclaimed,,giant-conoco-gasoline-and-convenience-store-albuquerque-6,35.0509424,-106.7081657,2.0,1.0,north-hills-mini-mart-rio-rancho,rio-rancho-shell-rio-rancho,the-merc-placitas,1,"Grocery,ConvenienceStores",Giant Conoco Gasoline & Convenience Store,https://www.yelp.com/biz/giant-conoco-gasoline-and-convenience-store-albuquerque-6?osq=food
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NM Albuquerque Barelas/South_Valley,Unclaimed,,kelly-liquors-albuquerque-6,35.050109268,-106.707958393,,,quarters-discount-liquors-albuquerque-2,,,,,Kelly Liquors,https://www.yelp.com/biz/kelly-liquors-albuquerque-6?osq=food
No,,,Yes,,No,Casual,Casual,,No,,,No,,No,,,7:00 am - 3:00 pm,"Breakfast,Brunch,Lunch",,Yes,Yes,,,,No,7:00 am - 3:00 pm,,Average,,No,PrivateLot,7:00 am - 3:00 pm,,7:00 am - 3:00 pm,Yes,No,7:00 am - 3:00 pm,7:00 am - 3:00 pm,Yes,7:00 am - 3:00 pm,,No,NM Albuquerque Barelas/South_Valley,Claimed,,k-and-i-diner-albuquerque,35.0563019,-106.6447743,1.0,3.5,el-modelo-mexican-foods-albuquerque,el-sabor-de-juarez-albuquerque,frontier-restaurant-albuquerque-2,60,Mexican,K & I Diner,https://www.yelp.com/biz/k-and-i-diner-albuquerque?osq=food
,,,Yes,,,,,,Yes,,,No,,No,,,11:00 am - 6:00 pm,,,,,,,,,Closed,,,,,,9:00 am - 3:00 pm,,Closed,Yes,,11:00 am - 6:00 pm,Closed,,11:00 am - 6:00 pm,,,NM Albuquerque Barelas/South_Valley,Claimed,,bosque-baking-company-albuquerque,35.0813244,-106.6591695,1.0,4.5,golden-crown-panaderia-albuquerque,swiss-alps-bakery-albuquerque-2,french-riviera-bakery-albuquerque,18,Bakeries,Bosque Baking Company,https://www.yelp.com/biz/bosque-baking-company-albuquerque?osq=food
,,,Yes,,No,,Casual,,No,,,No,,No,,Yes,,,,No,Yes,,,,No,,,Average,,Yes,,,,,Yes,No,,,Yes,,,No,NM Albuquerque Barelas/South_Valley,Unclaimed,,sonic-drive-in-albuquerque,35.070443,-106.656936,1.0,1.5,subway-albuquerque-65,texas-roadhouse-albuquerque,frontier-restaurant-albuquerque-2,9,"FastFood,American(Traditional)",Sonic Drive-In,https://www.yelp.com/biz/sonic-drive-in-albuquerque?osq=food
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NM Albuquerque Barelas/South_Valley,Unclaimed,,carniceria-albuquerque,35.0559076,-106.7399651,,1.0,,,,1,SpecialtyFood,Carniceria,https://www.yelp.com/biz/carniceria-albuquerque?osq=food
,,,,,,,,,,,,,,,,,10:00 am - 9:00 pm,,,,,,,,,Closed,,,,,,10:00 am - 9:00 pm,,10:00 am - 9:00 pm,,,10:00 am - 9:00 pm,10:00 am - 9:00 pm,,10:00 am - 9:00 pm,,,NM Albuquerque Barelas/South_Valley,Unclaimed,,cristys-bionicos-expresstacos-magadan-el-mar-y-tierra-albuquerque,35.0808348,-106.7050542,,,,,,,,Cristy’s Bionicos Expresstacos Magadan El Mar Y Tierra,https://www.yelp.com/biz/cristys-bionicos-expresstacos-magadan-el-mar-y-tierra-albuquerque?osq=food
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NM Albuquerque Barelas/South_Valley,Unclaimed,,burger-king-albuquerque-17,35.0853917,-106.6847779,,,whataburger-albuquerque-3,spinns-burger-and-beer-albuquerque,los-cuates-albuquerque-2,,,Burger King,https://www.yelp.com/biz/burger-king-albuquerque-17?osq=food
No,No,No,Yes,,No,Divey,Casual,,No,,,Yes,,No,No,,6:00 am - 8:00 pm,,,No,Yes,,,,No,6:00 am - 8:00 pm,,Average,Yes,No,PrivateLot,6:00 am - 8:00 pm,,7:00 am - 1:00 pm,Yes,No,6:00 am - 8:00 pm,6:00 am - 8:00 pm,No,6:00 am - 8:00 pm,No,Free,NM Albuquerque Barelas/South_Valley,Claimed,,burritos-alinstante-albuquerque-2,35.0617030431,-106.645697951,1.0,3.0,el-modelo-mexican-foods-albuquerque,k-and-i-diner-albuquerque,el-sabor-de-juarez-albuquerque,11,Mexican,Burritos Alinstante,https://www.yelp.com/biz/burritos-alinstante-albuquerque-2?osq=food
,,,Yes,,,,Casual,,,,,No,,No,,,,,,Yes,Yes,,,,,,,,,,,,,,Yes,No,,,,,,No,NM Albuquerque Barelas/South_Valley,Claimed,,kfc-albuquerque-13,35.0793,-106.712,,,,,,,,KFC,https://www.yelp.com/biz/kfc-albuquerque-13?osq=food
,,,Yes,,No,,Casual,,,,,Yes,,No,,,9:00 am - 4:00 pm,,,Yes,Yes,,,,No,9:00 am - 4:00 pm,,Quiet,,No,,Closed,,Closed,Yes,No,9:00 am - 4:00 pm,9:00 am - 4:00 pm,No,9:00 am - 4:00 pm,,No,NM Albuquerque Barelas/South_Valley,Unclaimed,,montes-subs-n-more-albuquerque,35.0533584,-106.6458826,1.0,4.5,little-anitas-albuquerque-14,baggins-gourmet-sandwiches-albuquerque,relish-gourmet-sandwiches-albuquerque,6,Sandwiches,Monte’s Subs N More,https://www.yelp.com/biz/montes-subs-n-more-albuquerque?osq=food
,No,,No,,,,,,No,,,,,,,,8:00 am - 4:00 pm,,,,,,,,,8:00 am - 4:00 pm,,,,,Street,Closed,,Closed,Yes,,8:00 am - 4:00 pm,8:00 am - 4:00 pm,,8:00 am - 4:00 pm,No,,NM Albuquerque Barelas/South_Valley,Unclaimed,,j-and-d-foods-inc-albuquerque-2,35.0679719,-106.6488538,1.0,4.5,smiths-albuquerque-6,nelsons-meats-albuquerque,talin-market-albuquerque,11,"MeatShops,Grocery",J & D Foods Inc,https://www.yelp.com/biz/j-and-d-foods-inc-albuquerque-2?osq=food
,,,Yes,,,,,,,,,Yes,,Yes,,,10:00 am - 1:00 am,,,,,,,,,10:00 am - 12:00 am,,,,,,10:00 am - 1:00 am,,10:00 am - 12:00 am,Yes,No,10:00 am - 12:00 am,10:00 am - 12:00 am,,10:00 am - 12:00 am,No,,NM Albuquerque Barelas/South_Valley,Claimed,,dominos-pizza-albuquerque-12,35.0552815636,-106.738059819,,5.0,the-supper-truck-albuquerque,,,1,"Pizza,ChickenWings,Sandwiches",Domino’s Pizza,https://www.yelp.com/biz/dominos-pizza-albuquerque-12?osq=food
,No,,Yes,,Beer&WineOnly,,Casual,,No,,,,,No,,No,11:00 am - 12:00 am,,,Yes,Yes,,,,No,11:00 am - 9:00 pm,,Average,,No,,11:00 am - 2:00 am,,11:00 am - 9:00 pm,Yes,No,11:00 am - 9:00 pm,11:00 am - 9:00 pm,Yes,11:00 am - 9:00 pm,,Free,NM Albuquerque Barelas/South_Valley,Claimed,,johnny-rockets-albuquerque-2,35.0638274,-106.7813491,2.0,2.5,,,,7,"Burgers,American(Traditional),Sandwiches",Johnny Rockets,https://www.yelp.com/biz/johnny-rockets-albuquerque-2?osq=food
,,,Yes,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,Yes,Yes,,,,,,,NM Albuquerque Barelas/South_Valley,Unclaimed,,carls-jr-albuquerque-9,35.0790239,-106.7121106,,3.0,,,,2,"Desserts,Salad,FastFood",Carl’s Jr.,https://www.yelp.com/biz/carls-jr-albuquerque-9?osq=food
,,,,,,,,,,,,,,,,,7:30 am - 5:00 pm,,,,,,,,,7:30 am - 5:00 pm,,,,,,6:30 am - 5:00 pm,,6:30 am - 4:00 pm,,,7:30 am - 5:00 pm,7:30 am - 5:00 pm,,7:30 am - 5:00 pm,,,NM Albuquerque Barelas/South_Valley,Unclaimed,,el-taco-riendo-albuquerque,35.047001,-106.67832,,,el-modelo-mexican-foods-albuquerque,la-mexicana-albuquerque,el-charrito-mexican-restaurant-albuquerque-2,,,El Taco Riendo,https://www.yelp.com/biz/el-taco-riendo-albuquerque?osq=food
,Yes,,Yes,,,,,,Yes,,,No,,,Yes,,7:00 am - 4:00 pm,,,,,Yes,,,,7:00 am - 4:00 pm,,,,Yes,"Street,PrivateLot",7:00 am - 4:00 pm,,7:30 am - 3:00 pm,Yes,,7:00 am - 4:00 pm,7:00 am - 4:00 pm,,7:00 am - 4:00 pm,Yes,Free,NM Albuquerque Barelas/South_Valley,Claimed,,mimmo-espresso-albuquerque-2,35.08122,-106.659199,2.0,5.0,,,,3,Coffee&Tea,Mimmo Espresso,https://www.yelp.com/biz/mimmo-espresso-albuquerque-2?osq=food
,,,Yes,,No,,Casual,,No,,,No,,No,,,11:00 am - 9:30 pm,,,Yes,Yes,,,,No,11:00 am - 9:30 pm,,Quiet,,No,,11:00 am - 9:30 pm,,Closed,Yes,No,11:00 am - 9:30 pm,11:00 am - 9:30 pm,Yes,11:00 am - 9:30 pm,,No,NM Albuquerque Barelas/South_Valley,Unclaimed,,new-fortune-cookie-albuquerque-2,35.0293112,-106.6803566,2.0,4.0,ming-dynasty-albuquerque,mandarin-restaurant-albuquerque,abc-chinese-restaurant-albuquerque,8,Chinese,New Fortune Cookie,https://www.yelp.com/biz/new-fortune-cookie-albuquerque-2?osq=food
,,,Yes,,No,,Casual,,Yes,,,,,No,,,,,,Yes,Yes,,,,No,,,Quiet,,No,,,,,Yes,No,,,Yes,,Yes,Free,NM Albuquerque Barelas/South_Valley,Unclaimed,,long-john-silvers-albuquerque-4,35.084962,-106.687033,1.0,3.0,antiquity-restaurant-albuquerque,town-house-dining-room-albuquerque,red-lobster-albuquerque,5,Seafood,Long John Silver’s,https://www.yelp.com/biz/long-john-silvers-albuquerque-4?osq=food
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NM Albuquerque Barelas/South_Valley,Unclaimed,,blakes-lotaburger-albuquerque-28,35.067876,-106.673078,,,,,,,,Blakes Lotaburger,https://www.yelp.com/biz/blakes-lotaburger-albuquerque-28?osq=food
,,,Yes,,No,,Casual,,No,,,No,,No,,Yes,,,,No,Yes,,,,No,,,,,No,,,,,Yes,No,,,No,,,Free,NM Albuquerque Barelas/South_Valley,Unclaimed,,julians-burgers-n-more-albuquerque-2,35.0854312072,-106.684890553,1.0,2.0,,,,9,Burgers,Julian’s Burgers N More,https://www.yelp.com/biz/julians-burgers-n-more-albuquerque-2?osq=food
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NM Albuquerque Barelas/South_Valley,Unclaimed,,save-wise-food-albuquerque,35.070487,-106.700521,,,j-and-d-foods-inc-albuquerque-2,north-hills-mini-mart-rio-rancho,the-merc-placitas,,,Save Wise Food,https://www.yelp.com/biz/save-wise-food-albuquerque?osq=food
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NM Albuquerque Barelas/South_Valley,Unclaimed,,peter-piper-pizza-and-family-fun-center-albuquerque,35.0798963,-106.7103482,,,saggios-albuquerque,chuck-e-cheeses-albuquerque,sal-e-boys-pizzeria-rio-rancho,,,Peter Piper Pizza & Family Fun Center,https://www.yelp.com/biz/peter-piper-pizza-and-family-fun-center-albuquerque?osq=food
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,NM Albuquerque Barelas/South_Valley,Unclaimed,,taco-phils-carry-out-albuquerque,35.0823904,-106.6987241,,,the-range-caf%C3%A9-bernalillo-2,pereas-tijuana-bar-corrales,mary-and-titos-albuquerque,,,Taco Phils Carry Out,https://www.yelp.com/biz/taco-phils-carry-out-albuquerque?osq=food
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NM Albuquerque Barelas/South_Valley,Unclaimed,,siete-mares-albuquerque,35.069477,-106.6638347,,,java-joes-albuquerque,pappadeaux-seafood-kitchen-albuquerque,pupuseria-y-restaurante-salvadoreno-albuquerque,,,Siete Mares,https://www.yelp.com/biz/siete-mares-albuquerque?osq=food
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NM Albuquerque Barelas/South_Valley,Unclaimed,,la-casita-del-sur-albuquerque,35.042739,-106.709659,,,,,,,,La Casita Del Sur,https://www.yelp.com/biz/la-casita-del-sur-albuquerque?osq=food
,,,Yes,,,,Casual,,Yes,,,,,Yes,,,10:00 am - 12:00 am,,,Yes,Yes,,,,No,10:00 am - 11:00 pm,,,,,,10:00 am - 12:00 am,,10:00 am - 11:00 pm,Yes,No,10:00 am - 11:00 pm,10:00 am - 11:00 pm,,10:00 am - 11:00 pm,,,NM Albuquerque Barelas/South_Valley,Unclaimed,,pizza-9-albuquerque-13,35.0286258468,-106.714668274,1.0,3.0,,,,4,Pizza,Pizza 9,https://www.yelp.com/biz/pizza-9-albuquerque-13?osq=food
,,,Yes,,,,,,,,,,,Yes,,,10:00 am - 1:00 am,,,Yes,Yes,,,,,10:00 am - 12:00 am,,,,,,10:00 am - 1:00 am,,10:00 am - 12:00 am,,,10:00 am - 12:00 am,10:00 am - 12:00 am,,10:00 am - 12:00 am,,,NM Albuquerque Barelas/South_Valley,Claimed,,dominos-pizza-albuquerque-6,35.0549854,-106.6791215,,4.5,il-vicino-wood-oven-pizza-albuquerque,giovannis-pizzeria-albuquerque,brickyard-pizza-albuquerque,3,"Pizza,ChickenWings,Sandwiches",Domino’s Pizza,https://www.yelp.com/biz/dominos-pizza-albuquerque-6?osq=food
,,,,,,,,,,,,,,Yes,,,,,,,Yes,,,,,,,,,,,,,,Yes,No,,,,,,,NM Albuquerque Barelas/South_Valley,Unclaimed,,subway-albuquerque-31,35.029151,-106.7138287,,,,,,,,Subway,https://www.yelp.com/biz/subway-albuquerque-31?osq=food
,,,Yes,,,,,,,,,,,,,,10:00 am - 6:00 pm,,,,,,,,,10:00 am - 6:00 pm,,,,,,10:00 am - 6:00 pm,,Closed,,,10:00 am - 6:00 pm,10:00 am - 6:00 pm,,10:00 am - 6:00 pm,,,NM Albuquerque Barelas/South_Valley,Claimed,,rio-grande-beef-jerky-albuquerque,35.0341574,-106.6792693,2.0,4.5,jerky-store-bosque-farms,get-hooked-beef-jerky-los-lunas,new-mexico-beef-jerky-and-red-chili-chips-albuquerque,2,MeatShops,Rio Grande Beef Jerky,https://www.yelp.com/biz/rio-grande-beef-jerky-albuquerque?osq=food
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NM Albuquerque Barelas/South_Valley,Unclaimed,,rio-grande-fruits-and-vegetables-albuquerque,35.0541354254,-106.675696447,,4.5,,,,3,Fruits&Veggies,Rio Grande Fruits and Vegetables,https://www.yelp.com/biz/rio-grande-fruits-and-vegetables-albuquerque?osq=food
,,,,,,,,,,,,,,,,,8:00 am - 5:00 pm,,,,,,,,,8:00 am - 5:00 pm,,,,,,8:00 am - 5:00 pm,,8:00 am - 5:00 pm,,,8:00 am - 5:00 pm,8:00 am - 5:00 pm,,8:00 am - 5:00 pm,,,NM Albuquerque Barelas/South_Valley,Unclaimed,,contreras-chile-products-albuquerque,35.065518,-106.689504,,5.0,contreras-chile-products-albuquerque,,,2,Fruits&Veggies,Contreras Chile Products,https://www.yelp.com/biz/contreras-chile-products-albuquerque?osq=food
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NM Albuquerque Barelas/South_Valley,Unclaimed,,louies-produce-albuquerque,35.076182,-106.69737,,5.0,farmers-market-albuquerque,the-fruit-basket-abq-albuquerque-3,chile-traditions-albuquerque,1,Fruits&Veggies,Louie’s Produce,https://www.yelp.com/biz/louies-produce-albuquerque?osq=food
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NM Albuquerque Barelas/South_Valley,Unclaimed,,duke-city-lights-albuquerque,35.0732958,-106.7369067,,,,,,,,Duke City Lights,https://www.yelp.com/biz/duke-city-lights-albuquerque?osq=food
,,,Yes,,No,,Casual,,Yes,,,No,,No,,Yes,,Lunch,,Yes,Yes,,,,No,,,Average,,Yes,,,,,Yes,No,,,No,,Yes,,NM Albuquerque Barelas/South_Valley,Unclaimed,,blakes-lota-burger-inc-albuquerque-16,35.0605806,-106.6449193,1.0,3.0,rexs-hamburgers-albuquerque-4,blakes-lota-burger-albuquerque-6,holy-cow-albuquerque,17,"Burgers,FastFood",Blake’s Lota Burger Inc,https://www.yelp.com/biz/blakes-lota-burger-inc-albuquerque-16?osq=food
,,,Yes,,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NM Albuquerque Barelas/South_Valley,Claimed,,clamatos-la-cruda-albuquerque,35.0704372888,-106.700222902,1.0,4.5,,,,2,FoodTrucks,Clamatos La Cruda,https://www.yelp.com/biz/clamatos-la-cruda-albuquerque?osq=food
,,,Yes,,,,,,Yes,No,,,,,,,Open 24 hours,,,,,,,,,Open 24 hours,,,,,,Open 24 hours,,Open 24 hours,No,,Open 24 hours,Open 24 hours,,Open 24 hours,,,NM Albuquerque Barelas/South_Valley,Claimed,,walgreens-albuquerque-20,35.0286503,-106.6823399,2.0,3.0,walgreens-albuquerque-31,walmart-neighborhood-market-albuquerque-9,,1,"Drugstores,Cosmetics&BeautySupply,ConvenienceStores",Walgreens,https://www.yelp.com/biz/walgreens-albuquerque-20?osq=food
,,,Yes,,,,,,Yes,,,,,,,,6:00 am - 12:00 am,,,,,,,,,6:00 am - 12:00 am,,,,,,6:00 am - 12:00 am,,6:00 am - 12:00 am,,,6:00 am - 12:00 am,6:00 am - 12:00 am,,6:00 am - 12:00 am,,,NM Albuquerque Barelas/South_Valley,Unclaimed,,albertsons-albuquerque-11,35.0286503,-106.6823399,2.0,2.5,j-and-d-foods-inc-albuquerque-2,garfield-market-albuquerque,smiths-albuquerque-6,3,Grocery,Albertsons,https://www.yelp.com/biz/albertsons-albuquerque-11?osq=food
,,,Yes,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,NM Albuquerque Barelas/South_Valley,Unclaimed,,blakes-lotaburger-albuquerque-30,35.0517747582,-106.70763921,1.0,1.0,,,,5,Food,Blake’s Lotaburger,https://www.yelp.com/biz/blakes-lotaburger-albuquerque-30?osq=food
,No,,Yes,,,,,,Yes,,,,,,,,6:00 am - 12:00 am,,,,,,,,,6:00 am - 12:00 am,,,,,,6:00 am - 12:00 am,,6:00 am - 12:00 am,No,,6:00 am - 12:00 am,6:00 am - 12:00 am,,6:00 am - 12:00 am,,,NM Albuquerque Barelas/South_Valley,Claimed,,albertsons-albuquerque-10,35.0782639,-106.711705,2.0,2.5,j-and-d-foods-inc-albuquerque-2,allsups-198-albuquerque,la-monta%C3%B1ita-co-op-albuquerque-5,2,Grocery,Albertsons,https://www.yelp.com/biz/albertsons-albuquerque-10?osq=food
,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NM Albuquerque Barelas/South_Valley,Unclaimed,,7-eleven-southwest-convenience-stores-albuquerque,35.0614238,-106.6448333,1.0,3.0,la-montanita-co-op-natural-foods-market-albuquerque,smiths-albuquerque-6,allsups-convenience-stores-albuquerque-2,1,Grocery,7-Eleven-Southwest Convenience Stores,https://www.yelp.com/biz/7-eleven-southwest-convenience-stores-albuquerque?osq=food
,,,Yes,,,,,,,No,,,,,,,7:00 am - 10:00 pm,,,,,,,,,7:00 am - 10:00 pm,,,,,PrivateLot,7:00 am - 10:00 pm,,7:00 am - 10:00 pm,No,,7:00 am - 10:00 pm,7:00 am - 10:00 pm,,7:00 am - 10:00 pm,,,NM Albuquerque Barelas/South_Valley,Claimed,,walgreens-albuquerque-31,35.043679,-106.737948,1.0,4.0,walgreens-albuquerque-18,,,3,"Cosmetics&BeautySupply,Drugstores,ConvenienceStores",Walgreens,https://www.yelp.com/biz/walgreens-albuquerque-31?osq=food
,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NM Albuquerque Barelas/South_Valley,Unclaimed,,stadium-super-market-albuquerque,35.0700489,-106.6454776,1.0,1.5,j-and-d-foods-inc-albuquerque-2,talin-market-albuquerque,rio-rancho-shell-rio-rancho,2,"Shopping,Grocery",Stadium Super Market,https://www.yelp.com/biz/stadium-super-market-albuquerque?osq=food
,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NM Albuquerque Barelas/South_Valley,Unclaimed,,country-club-food-store-albuquerque,35.0814133,-106.6597098,1.0,1.5,talin-market-albuquerque,the-merc-placitas,lowes-market-albuquerque-2,3,Grocery,Country Club Food Store,https://www.yelp.com/biz/country-club-food-store-albuquerque?osq=food
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NM Albuquerque Barelas/South_Valley,Unclaimed,,general-nutrition-centers-albuquerque-2,35.0286503,-106.6823399,,,,,,,,General Nutrition Centers,https://www.yelp.com/biz/general-nutrition-centers-albuquerque-2?osq=food
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NM Albuquerque Barelas/South_Valley,Unclaimed,,circle-k-albuquerque-26,35.0432525,-106.7378402,,,,,,,,Circle K,https://www.yelp.com/biz/circle-k-albuquerque-26?osq=food
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NM Albuquerque Barelas/South_Valley,Unclaimed,,la-parrilla-restaurant-albuquerque,35.065065,-106.667705,,,,,,,,La Parrilla Restaurant,https://www.yelp.com/biz/la-parrilla-restaurant-albuquerque?osq=food
,,,Yes,,,,,,,,,,,,,,10:00 am - 11:00 pm,,,,,,,,,10:00 am - 11:00 pm,,,,,,10:00 am - 11:00 pm,,Closed,,,10:00 am - 11:00 pm,10:00 am - 11:00 pm,,10:00 am - 11:00 pm,,,NM Albuquerque Barelas/South_Valley,Unclaimed,,monte-carlo-liquors-albuquerque,35.086134,-106.68347,,,quarters-discount-liquors-albuquerque,freeway-liquors-albuquerque,jubilation-fine-wines-spirits-albuquerque,,,Monte Carlo Liquors,https://www.yelp.com/biz/monte-carlo-liquors-albuquerque?osq=food
,,,,,,,,,,,,,,Yes,,,9:00 am - 5:00 pm,,,,,,,,,9:00 am - 5:00 pm,,,,,,9:00 am - 5:00 pm,,9:00 am - 5:00 pm,,,9:00 am - 5:00 pm,9:00 am - 5:00 pm,,9:00 am - 5:00 pm,,,NM Albuquerque Barelas/South_Valley,Claimed,,bevs-biscochitos-albuquerque,35.0653898,-106.6665922,,5.0,,,,2,Bakeries,Bev’s Biscochitos,https://www.yelp.com/biz/bevs-biscochitos-albuquerque?osq=food
,,,Yes,,,,,,No,,,,,No,,,8:00 am - 6:00 pm,,,,,,,,,8:00 am - 6:00 pm,,,,,,8:00 am - 11:45 am,,Closed,No,,8:00 am - 6:00 pm,8:00 am - 6:00 pm,,8:00 am - 6:00 pm,No,,NM Albuquerque Barelas/South_Valley,Claimed,,decadent-desserts-abq-albuquerque,35.0653898,-106.6665922,,,,,,,,Decadent Desserts ABQ,https://www.yelp.com/biz/decadent-desserts-abq-albuquerque?osq=food
,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NM Albuquerque Barelas/South_Valley,Unclaimed,,gateway-park-market-albuquerque,35.0674916002,-106.665948801,,,,,,,,Gateway Park Market,https://www.yelp.com/biz/gateway-park-market-albuquerque?osq=food
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NM Albuquerque Barelas/South_Valley,Unclaimed,,pastelandia-albuquerque,35.081294,-106.697979,,,golden-crown-panaderia-albuquerque,el-dorado-bakery-albuquerque-2,gold-rush-cupcakes-albuquerque,,,Pastelandia,https://www.yelp.com/biz/pastelandia-albuquerque?osq=food
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NM Albuquerque Barelas/South_Valley,Unclaimed,,lanitas-fruits-and-vegetables-albuquerque,35.0691408,-106.6639627,,,,,,,,Lanita’s Fruits and Vegetables,https://www.yelp.com/biz/lanitas-fruits-and-vegetables-albuquerque?osq=food
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NM Albuquerque Barelas/South_Valley,Unclaimed,,casa-liquors-albuquerque,35.0653249,-106.6812416,,,jubilation-fine-wines-spirits-albuquerque,lowes-market-albuquerque-2,back-alley-draft-house-albuquerque,,,Casa Liquors,https://www.yelp.com/biz/casa-liquors-albuquerque?osq=food
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NM Albuquerque Barelas/South_Valley,Unclaimed,,lions-tigers-and-beers-albuquerque,35.078005316,-106.662488915,,1.0,,,,2,"Festivals,Breweries","Lions, Tigers and Beers",https://www.yelp.com/biz/lions-tigers-and-beers-albuquerque?osq=food
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NM Albuquerque Barelas/South_Valley,Unclaimed,,wendys-bakery-albuquerque,35.047001,-106.67832,,,golden-crown-panaderia-albuquerque,savory-fare-cafe-bakery-and-catering-albuquerque,flying-star-cafe-albuquerque-2,,,Wendy’s Bakery,https://www.yelp.com/biz/wendys-bakery-albuquerque?osq=food
